Sección;Capítulo;Partida;Subpartida;Fracción;Region ;Pais ;Gasto
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Bielorrusia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Bosnia y Herzegovina;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Bulgaria;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Chipre;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Croacia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Dinamarca;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Eslovenia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;España;376.159,53
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Estonia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Federación Rusa;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Finlandia;0,00
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Francia;1.897.129,06
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Georgia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Gibraltar;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Grecia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Hungría;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Irlanda;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Islandia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Italia;0,00
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Letonia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Liechtenstein;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Lituania;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Luxemburgo;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Macedonia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Malta;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Moldavia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;No identificados de la U.E.;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Noruega;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Países Bajos;0,00
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Polonia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Portugal;0,00
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Reino Unido;1.460.080,21
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;República Checa;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;República Eslovaca;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Rumania;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Serbia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Suecia;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Suiza;
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Turquía;0,00
Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Sección III  Grasas y aceites animales o vegetales, productos d...;Europe;Ucrania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;África y Oceanía;África y Oceanía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;América del Norte;América del Norte;20.868.476,11
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Asia;Asia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Latinoamérica y Antillas;Latinoamérica y Antillas;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Otros;Otros;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;No identificados de la U.E.;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Albania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Alemania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Austria;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Bélgica;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Bielorrusia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Bosnia y Herzegovina;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Bulgaria;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Chipre;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Croacia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Dinamarca;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Eslovenia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;España;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Estonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Federación Rusa;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Finlandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Francia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Georgia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Gibraltar;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Grecia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Hungría;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Irlanda;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Islandia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Italia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Letonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Liechtenstein;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Lituania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Luxemburgo;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Macedonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Malta;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Moldavia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;No identificados de la U.E.;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Noruega;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Países Bajos;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Polonia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Portugal;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Reino Unido;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;República Checa;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;República Eslovaca;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Rumania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Serbia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Suecia;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Suiza;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Turquía;
Sección IV  Productos de las industrias alimentarias, bebidas,...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;16  Preparaciones de carne, pescado o de crustáceos, m...;Europe;Ucrania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;África y Oceanía;África y Oceanía;1.386.131,70
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;América del Norte;América del Norte;109.724.861,20
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Asia;Asia;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Latinoamérica y Antillas;Latinoamérica y Antillas;10.791.047,69
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Otros;Otros;0,00
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;No identificados de la U.E.;464.597,33
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Albania;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Alemania;1.730.863,65
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Austria;
Sección IV  Productos de las industrias alimentarias, bebidas,...;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;17  Azúcares y artículos de confitería;Europe;Bélgica;720.881,52
